country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2006,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2007,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2008,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2009,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2010,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2011,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2012,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2013,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2014,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2015,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2016,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2017,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2018,62.035,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of schools with basic drinking water services,2019,62.035,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2015,44.28336176120587,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2016,44.28336176120587,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2017,44.28336176120587,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2018,44.28336176120587,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2019,44.28336176120587,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2020,54.34988,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2021,54.34988,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2022,54.34988,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of schools with basic drinking water services,2023,54.34988,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Cook Islands,CK,COK,184,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2010,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2011,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2012,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2013,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2014,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2015,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2016,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2017,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2018,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2019,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2020,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2021,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2022,84.17128228,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of schools with basic drinking water services,2023,84.17128228,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2008,99.01404958677688,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2009,99.01404958677688,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2010,99.01404958677688,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2011,99.01404958677688,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2012,99.01404958677688,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2013,98.87702479338844,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2014,98.74000000000001,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2015,98.60297520661157,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2016,98.46595041322314,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2017,98.32892561983471,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2018,96.36363636363636,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2019,96.36363636363636,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2020,96.36363636363636,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2021,96.36363636363636,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2022,96.36363636363636,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of schools with basic drinking water services,2023,96.36363636363636,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2000,94.29208633093525,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2001,94.29208633093525,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2002,94.29208633093525,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2003,94.29208633093525,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2004,94.29208633093525,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2005,94.57601918,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2006,94.85995203836933,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2007,95.14388489208625,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2008,95.42781774580328,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2009,95.71175059952031,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2010,95.99568345323735,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2011,96.27961630695438,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2012,96.56354916067141,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2013,96.84748201438843,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2014,97.13141486810548,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2015,97.41534772182251,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2016,97.69928057553955,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2017,97.98321342925658,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2018,98.26714628297361,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2019,98.55107913669065,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2020,98.83501199040766,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2021,99.11894484412471,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2022,99.40287769784175,Total,,%,,,,Total
Cuba,CU,CUB,192,Proportion of schools with basic drinking water services,2023,99.68681055155878,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Czech Republic,CZ,CZE,203,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2013,45.73948121911417,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2014,48.24239632336594,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2015,50.74531143,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2016,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2017,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2018,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2019,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2020,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2021,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2022,52.15841046401813,Total,,%,,,,Total
Ivory Coast,CI,CIV,384,Proportion of schools with basic drinking water services,2023,52.15841046401813,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Denmark,DK,DNK,208,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Dominica,DM,DMA,212,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2010,76.06688553849517,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2011,77.50088013553841,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2012,78.93487473258165,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2013,80.36886932962489,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2014,81.80286392666812,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2015,83.23685852371136,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2016,84.67085312,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2017,86.10484771779782,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2018,84.72137999999995,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2019,82.82848399999965,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2020,80.93558799999983,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2021,79.04269199999999,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2022,77.149796,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of schools with basic drinking water services,2023,77.149796,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2001,84.18419050633918,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2002,84.18419050633918,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2003,84.18419050633918,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2004,84.18419050633918,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2005,84.57684672160428,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2006,84.96950293686939,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2007,85.36215915213451,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2008,85.75481537,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2009,86.14747158266471,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2010,85.81761753901412,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2011,85.36203255884641,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2012,84.90644757867869,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2013,84.45086259851109,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2014,83.99527761834338,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2015,83.53969263817567,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2016,83.08410765800807,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2017,82.62852267784037,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2018,82.17293769767264,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2019,81.71735271750504,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2020,81.71735271750504,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2021,81.71735271750504,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2022,81.71735271750504,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of schools with basic drinking water services,2023,81.71735271750504,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2000,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2001,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2002,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2003,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2004,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2005,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2006,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2007,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2008,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2009,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2010,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2011,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2012,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2013,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2014,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2015,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2016,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2017,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2018,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2019,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2020,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2021,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2022,100,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of schools with basic drinking water services,2023,100,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2011,10.55374059004316,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2012,10.55374059004316,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2013,10.55374059004316,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2014,10.55374059004316,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2015,10.55374059004316,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2016,13.44863017285843,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2017,16.34351976,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2018,19.23840933848896,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2019,22.13329892130423,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2020,25.0281885,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2021,27.91866604740767,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2022,28.21116999461049,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of schools with basic drinking water services,2023,28.50367394,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of schools with basic drinking water services,2011,92.41066662106095,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of schools with basic drinking water services,2012,92.41066662106095,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of schools with basic drinking water services,2013,92.41066662106095,Total,,%,,,,Total
